Transformers version: 4.29.2
Accelerate version: 0.19.0
PEFT version: 0.3.0
dict_keys(['train', 'validation'])
trainable params: 85876325 || all params: 85876325 || trainable%: 100.00
trainable params: 745162 || all params: 86543818 || trainable%: 0.86
{'loss': 4.4227, 'learning_rate': 0.0009999954941610767, 'epoch': 0.07}
{'loss': 0.4243, 'learning_rate': 0.0006787214881533126, 'epoch': 19.19}
{'loss': 0.4287, 'learning_rate': 0.0006767374218896287, 'epoch': 19.26}
{'loss': 0.4203, 'learning_rate': 0.0006747501702245257, 'epoch': 19.32}
{'loss': 0.3989, 'learning_rate': 0.0006727597689749473, 'epoch': 19.39}
{'loss': 0.4119, 'learning_rate': 0.0006707662540146032, 'epoch': 19.46}
{'loss': 0.433, 'learning_rate': 0.0006687696612733227, 'epoch': 19.53}
{'loss': 0.3978, 'learning_rate': 0.0006667700267364069, 'epoch': 19.59}
{'loss': 0.4066, 'learning_rate': 0.0006647673864439804, 'epoch': 19.66}
{'loss': 0.4051, 'learning_rate': 0.0006627617764903413, 'epoch': 19.73}
{'loss': 0.408, 'learning_rate': 0.0006607532330233114, 'epoch': 19.8}
{'loss': 0.4402, 'learning_rate': 0.0006587417922435838, 'epoch': 19.86}
{'loss': 0.3877, 'learning_rate': 0.0006567274904040715, 'epoch': 19.93}
{'loss': 0.4135, 'learning_rate': 0.0006547103638092526, 'epoch': 20.0}
{'eval_loss': 0.3385193645954132, 'eval_accuracy': 0.9034851485148515, 'eval_runtime': 176.7439, 'eval_samples_per_second': 142.862, 'eval_steps_per_second': 1.12, 'epoch': 20.0}
{'loss': 0.3985, 'learning_rate': 0.0006526904488145173, 'epoch': 20.07}
{'loss': 0.4017, 'learning_rate': 0.0006506677818255122, 'epoch': 20.14}
{'loss': 0.4016, 'learning_rate': 0.0006486423992974838, 'epoch': 20.2}
{'loss': 0.3909, 'learning_rate': 0.0006466143377346217, 'epoch': 20.27}
{'loss': 0.37, 'learning_rate': 0.0006445836336894011, 'epoch': 20.34}
{'loss': 0.3948, 'learning_rate': 0.0006425503237619231, 'epoch': 20.41}
{'loss': 0.3962, 'learning_rate': 0.0006405144445992556, 'epoch': 20.47}
{'loss': 0.417, 'learning_rate': 0.0006384760328947732, 'epoch': 20.54}
{'loss': 0.4105, 'learning_rate': 0.0006364351253874951, 'epoch': 20.61}
{'loss': 0.4325, 'learning_rate': 0.000634391758861423, 'epoch': 20.68}
{'loss': 0.3916, 'learning_rate': 0.0006323459701448788, 'epoch': 20.74}
{'loss': 0.403, 'learning_rate': 0.0006302977961098401, 'epoch': 20.81}
{'loss': 0.402, 'learning_rate': 0.0006282472736712763, 'epoch': 20.88}
{'loss': 0.3876, 'learning_rate': 0.0006261944397864821, 'epoch': 20.95}
{'eval_loss': 0.34308841824531555, 'eval_accuracy': 0.9017821782178218, 'eval_runtime': 177.7536, 'eval_samples_per_second': 142.051, 'eval_steps_per_second': 1.114, 'epoch': 21.0}
{'loss': 0.4002, 'learning_rate': 0.0006241393314544135, 'epoch': 21.01}
{'loss': 0.3543, 'learning_rate': 0.0006220819857150184, 'epoch': 21.08}
{'loss': 0.3958, 'learning_rate': 0.0006200224396485712, 'epoch': 21.15}
{'loss': 0.3947, 'learning_rate': 0.000617960730375003, 'epoch': 21.22}
{'loss': 0.3943, 'learning_rate': 0.0006158968950532336, 'epoch': 21.28}
{'loss': 0.4033, 'learning_rate': 0.0006138309708805006, 'epoch': 21.35}
{'loss': 0.3925, 'learning_rate': 0.0006117629950916909, 'epoch': 21.42}
{'loss': 0.4098, 'learning_rate': 0.0006096930049586671, 'epoch': 21.49}
{'loss': 0.4007, 'learning_rate': 0.0006076210377895981, 'epoch': 21.55}
{'loss': 0.3954, 'learning_rate': 0.0006055471309282848, 'epoch': 21.62}
{'loss': 0.4015, 'learning_rate': 0.0006034713217534886, 'epoch': 21.69}
{'loss': 0.3769, 'learning_rate': 0.0006013936476782562, 'epoch': 21.76}
{'loss': 0.3939, 'learning_rate': 0.000599314146149247, 'epoch': 21.82}
{'loss': 0.4012, 'learning_rate': 0.000597232854646056, 'epoch': 21.89}
{'loss': 0.3814, 'learning_rate': 0.0005951498106805409, 'epoch': 21.96}
{'eval_loss': 0.3413306772708893, 'eval_accuracy': 0.9040396039603961, 'eval_runtime': 228.0949, 'eval_samples_per_second': 110.7, 'eval_steps_per_second': 0.868, 'epoch': 22.0}
{'loss': 0.399, 'learning_rate': 0.0005930650517961438, 'epoch': 22.03}
{'loss': 0.3921, 'learning_rate': 0.0005909786155672156, 'epoch': 22.09}
{'loss': 0.3753, 'learning_rate': 0.0005888905395983385, 'epoch': 22.16}
{'loss': 0.3655, 'learning_rate': 0.0005868008615236486, 'epoch': 22.23}
{'loss': 0.3982, 'learning_rate': 0.000584709619006157, 'epoch': 22.3}
{'loss': 0.4011, 'learning_rate': 0.0005826168497370714, 'epoch': 22.36}
{'loss': 0.3723, 'learning_rate': 0.0005805225914351166, 'epoch': 22.43}
{'loss': 0.3885, 'learning_rate': 0.0005784268818458553, 'epoch': 22.5}
{'loss': 0.3586, 'learning_rate': 0.0005763297587410063, 'epoch': 22.57}
{'loss': 0.4042, 'learning_rate': 0.0005742312599177659, 'epoch': 22.64}
{'loss': 0.3904, 'learning_rate': 0.0005721314231981241, 'epoch': 22.7}
{'loss': 0.411, 'learning_rate': 0.0005700302864281857, 'epoch': 22.77}
{'loss': 0.367, 'learning_rate': 0.0005679278874774856, 'epoch': 22.84}
{'loss': 0.4042, 'learning_rate': 0.000565824264238308, 'epoch': 22.91}
{'loss': 0.3965, 'learning_rate': 0.0005637194546250028, 'epoch': 22.97}
{'eval_loss': 0.340869277715683, 'eval_accuracy': 0.9034851485148515, 'eval_runtime': 219.8956, 'eval_samples_per_second': 114.827, 'eval_steps_per_second': 0.9, 'epoch': 23.0}
{'loss': 0.3863, 'learning_rate': 0.0005616134965733024, 'epoch': 23.04}
{'loss': 0.3734, 'learning_rate': 0.0005595064280396377, 'epoch': 23.11}
{'loss': 0.3877, 'learning_rate': 0.0005573982870004545, 'epoch': 23.18}
{'loss': 0.3855, 'learning_rate': 0.0005552891114515284, 'epoch': 23.24}
{'loss': 0.3628, 'learning_rate': 0.0005531789394072807, 'epoch': 23.31}
{'loss': 0.3841, 'learning_rate': 0.0005510678089000928, 'epoch': 23.38}
{'loss': 0.4121, 'learning_rate': 0.0005489557579796205, 'epoch': 23.45}
{'loss': 0.3613, 'learning_rate': 0.0005468428247121089, 'epoch': 23.51}
{'loss': 0.3834, 'learning_rate': 0.0005447290471797061, 'epoch': 23.58}
{'loss': 0.3814, 'learning_rate': 0.0005426144634797758, 'epoch': 23.65}
{'loss': 0.368, 'learning_rate': 0.0005404991117242128, 'epoch': 23.72}
{'loss': 0.4006, 'learning_rate': 0.000538383030038754, 'epoch': 23.78}
{'loss': 0.3894, 'learning_rate': 0.000536266256562292, 'epoch': 23.85}
{'loss': 0.3859, 'learning_rate': 0.0005341488294461885, 'epoch': 23.92}
{'loss': 0.4036, 'learning_rate': 0.0005320307868535853, 'epoch': 23.99}
{'eval_loss': 0.33966174721717834, 'eval_accuracy': 0.9026930693069307, 'eval_runtime': 222.4484, 'eval_samples_per_second': 113.509, 'eval_steps_per_second': 0.89, 'epoch': 24.0}
{'loss': 0.3594, 'learning_rate': 0.0005299121669587176, 'epoch': 24.05}
{'loss': 0.3841, 'learning_rate': 0.0005277930079462252, 'epoch': 24.12}
{'loss': 0.3884, 'learning_rate': 0.0005256733480104648, 'epoch': 24.19}
{'loss': 0.371, 'learning_rate': 0.0005235532253548213, 'epoch': 24.26}
{'loss': 0.3608, 'learning_rate': 0.0005214326781910197, 'epoch': 24.32}
{'loss': 0.3856, 'learning_rate': 0.0005193117447384355, 'epoch': 24.39}
{'loss': 0.3791, 'learning_rate': 0.0005171904632234068, 'epoch': 24.46}
{'loss': 0.3592, 'learning_rate': 0.000515068871878545, 'epoch': 24.53}
{'loss': 0.3657, 'learning_rate': 0.0005129470089420455, 'epoch': 24.59}
{'loss': 0.3621, 'learning_rate': 0.0005108249126569984, 'epoch': 24.66}
{'loss': 0.3875, 'learning_rate': 0.0005087026212707003, 'epoch': 24.73}
{'loss': 0.3761, 'learning_rate': 0.0005065801730339636, 'epoch': 24.8}
{'loss': 0.3755, 'learning_rate': 0.0005044576062004278, 'epoch': 24.86}
{'loss': 0.3651, 'learning_rate': 0.0005023349590258698, 'epoch': 24.93}
{'loss': 0.4032, 'learning_rate': 0.0005002122697675148, 'epoch': 25.0}
{'eval_loss': 0.3413245975971222, 'eval_accuracy': 0.9030495049504951, 'eval_runtime': 219.3245, 'eval_samples_per_second': 115.126, 'eval_steps_per_second': 0.903, 'epoch': 25.0}
{'loss': 0.3488, 'learning_rate': 0.0004980895766833463, 'epoch': 25.07}
{'loss': 0.3663, 'learning_rate': 0.0004959669180314168, 'epoch': 25.14}
{'loss': 0.3468, 'learning_rate': 0.0004938443320691581, 'epoch': 25.2}
{'loss': 0.3587, 'learning_rate': 0.0004917218570526921, 'epoch': 25.27}
{'loss': 0.3446, 'learning_rate': 0.0004895995312361409, 'epoch': 25.34}
{'loss': 0.3842, 'learning_rate': 0.00048747739287093765, 'epoch': 25.41}
{'loss': 0.3577, 'learning_rate': 0.0004853554802051368, 'epoch': 25.47}
{'loss': 0.3685, 'learning_rate': 0.0004832338314827253, 'epoch': 25.54}
{'loss': 0.3968, 'learning_rate': 0.00048111248494293223, 'epoch': 25.61}
{'loss': 0.3578, 'learning_rate': 0.00047899147881954153, 'epoch': 25.68}
{'loss': 0.3753, 'learning_rate': 0.00047687085134020055, 'epoch': 25.74}
{'loss': 0.3928, 'learning_rate': 0.0004747506407257328, 'epoch': 25.81}
{'loss': 0.3804, 'learning_rate': 0.00047263088518944825, 'epoch': 25.88}
{'loss': 0.3782, 'learning_rate': 0.0004705116229364549, 'epoch': 25.95}
{'eval_loss': 0.3417361080646515, 'eval_accuracy': 0.9033663366336634, 'eval_runtime': 210.3581, 'eval_samples_per_second': 120.033, 'eval_steps_per_second': 0.941, 'epoch': 26.0}
{'loss': 0.3816, 'learning_rate': 0.0004683928921629702, 'epoch': 26.01}
{'loss': 0.3425, 'learning_rate': 0.00046627473105563256, 'epoch': 26.08}
{'loss': 0.3489, 'learning_rate': 0.00046415717779081254, 'epoch': 26.15}
{'loss': 0.3367, 'learning_rate': 0.0004620402705339267, 'epoch': 26.22}
{'loss': 0.3777, 'learning_rate': 0.00045992404743874684, 'epoch': 26.28}
{'loss': 0.3539, 'learning_rate': 0.0004578085466467148, 'epoch': 26.35}
{'loss': 0.3458, 'learning_rate': 0.00045569380628625365, 'epoch': 26.42}
{'loss': 0.3631, 'learning_rate': 0.0004535798644720814, 'epoch': 26.49}
{'loss': 0.3474, 'learning_rate': 0.0004514667593045229, 'epoch': 26.55}
{'loss': 0.36, 'learning_rate': 0.0004493545288688244, 'epoch': 26.62}
{'loss': 0.3518, 'learning_rate': 0.0004472432112344662, 'epoch': 26.69}
{'loss': 0.3762, 'learning_rate': 0.00044513284445447737, 'epoch': 26.76}
{'loss': 0.3569, 'learning_rate': 0.0004430234665647487, 'epoch': 26.82}
{'loss': 0.3494, 'learning_rate': 0.0004409151155833484, 'epoch': 26.89}
{'loss': 0.3657, 'learning_rate': 0.00043880782950983586, 'epoch': 26.96}
{'eval_loss': 0.3451150953769684, 'eval_accuracy': 0.9015445544554456, 'eval_runtime': 204.0259, 'eval_samples_per_second': 123.759, 'eval_steps_per_second': 0.97, 'epoch': 27.0}
{'loss': 0.3742, 'learning_rate': 0.00043670164632457785, 'epoch': 27.03}
{'loss': 0.362, 'learning_rate': 0.00043459660398806284, 'epoch': 27.09}
{'loss': 0.3714, 'learning_rate': 0.00043249274044021764, 'epoch': 27.16}
{'loss': 0.356, 'learning_rate': 0.0004303900935997232, 'epoch': 27.23}
{'loss': 0.3539, 'learning_rate': 0.0004282887013633318, 'epoch': 27.3}
{'loss': 0.3681, 'learning_rate': 0.00042618860160518286, 'epoch': 27.36}
{'loss': 0.3745, 'learning_rate': 0.00042408983217612147, 'epoch': 27.43}
{'loss': 0.3737, 'learning_rate': 0.00042199243090301536, 'epoch': 27.5}
{'loss': 0.3647, 'learning_rate': 0.0004198964355880738, 'epoch': 27.57}
{'loss': 0.3449, 'learning_rate': 0.0004178018840081661, 'epoch': 27.64}
{'loss': 0.3613, 'learning_rate': 0.00041570881391414006, 'epoch': 27.7}
{'loss': 0.3801, 'learning_rate': 0.00041361726303014245, 'epoch': 27.77}
{'loss': 0.3273, 'learning_rate': 0.0004115272690529393, 'epoch': 27.84}
{'loss': 0.3809, 'learning_rate': 0.000409438869651235, 'epoch': 27.91}
{'loss': 0.3221, 'learning_rate': 0.00040735210246499497, 'epoch': 27.97}
{'eval_loss': 0.34473180770874023, 'eval_accuracy': 0.9027722772277228, 'eval_runtime': 206.0757, 'eval_samples_per_second': 122.528, 'eval_steps_per_second': 0.961, 'epoch': 28.0}
{'loss': 0.3369, 'learning_rate': 0.00040526700510476644, 'epoch': 28.04}
{'loss': 0.3506, 'learning_rate': 0.00040318361515100066, 'epoch': 28.11}
{'loss': 0.3559, 'learning_rate': 0.0004011019701533761, 'epoch': 28.18}
{'loss': 0.3694, 'learning_rate': 0.0003990221076301206, 'epoch': 28.24}
{'loss': 0.3353, 'learning_rate': 0.0003969440650673364, 'epoch': 28.31}
{'loss': 0.349, 'learning_rate': 0.00039486787991832383, 'epoch': 28.38}
{'loss': 0.3775, 'learning_rate': 0.00039279358960290627, 'epoch': 28.45}
{'loss': 0.3411, 'learning_rate': 0.00039072123150675584, 'epoch': 28.51}
{'loss': 0.3462, 'learning_rate': 0.0003886508429807197, 'epoch': 28.58}
{'loss': 0.3471, 'learning_rate': 0.00038658246134014665, 'epoch': 28.65}
{'loss': 0.3393, 'learning_rate': 0.0003845161238642146, 'epoch': 28.72}
{'loss': 0.358, 'learning_rate': 0.00038245186779525895, 'epoch': 28.78}
{'loss': 0.3815, 'learning_rate': 0.000380389730338101, 'epoch': 28.85}
{'loss': 0.343, 'learning_rate': 0.0003783297486593779, 'epoch': 28.92}
{'loss': 0.3572, 'learning_rate': 0.00037627195988687177, 'epoch': 28.99}
{'eval_loss': 0.3443046510219574, 'eval_accuracy': 0.9031287128712872, 'eval_runtime': 226.4368, 'eval_samples_per_second': 111.51, 'eval_steps_per_second': 0.874, 'epoch': 29.0}
{'loss': 0.3415, 'learning_rate': 0.00037421640110884186, 'epoch': 29.05}
{'loss': 0.3249, 'learning_rate': 0.00037216310937335516, 'epoch': 29.12}
{'loss': 0.3406, 'learning_rate': 0.0003701121216876189, 'epoch': 29.19}
{'loss': 0.3514, 'learning_rate': 0.0003680634750173137, 'epoch': 29.26}
{'loss': 0.3556, 'learning_rate': 0.00036601720628592704, 'epoch': 29.32}
{'loss': 0.3521, 'learning_rate': 0.00036397335237408815, 'epoch': 29.39}
{'loss': 0.3427, 'learning_rate': 0.0003619319501189032, 'epoch': 29.46}
{'loss': 0.3334, 'learning_rate': 0.00035989303631329126, 'epoch': 29.53}
{'loss': 0.3487, 'learning_rate': 0.00035785664770532073, 'epoch': 29.59}
{'loss': 0.3438, 'learning_rate': 0.00035582282099754815, 'epoch': 29.66}
{'loss': 0.3661, 'learning_rate': 0.00035379159284635545, 'epoch': 29.73}
{'loss': 0.3285, 'learning_rate': 0.0003517629998612902, 'epoch': 29.8}
{'loss': 0.3551, 'learning_rate': 0.0003497370786044053, 'epoch': 29.86}
{'loss': 0.3353, 'learning_rate': 0.0003477138655896, 'epoch': 29.93}
{'loss': 0.3534, 'learning_rate': 0.00034569339728196237, 'epoch': 30.0}
{'eval_loss': 0.34241047501564026, 'eval_accuracy': 0.9038019801980198, 'eval_runtime': 227.4349, 'eval_samples_per_second': 111.021, 'eval_steps_per_second': 0.871, 'epoch': 30.0}
{'loss': 0.3433, 'learning_rate': 0.0003436757100971115, 'epoch': 30.07}
{'loss': 0.3499, 'learning_rate': 0.0003416608404005408, 'epoch': 30.14}
{'loss': 0.3446, 'learning_rate': 0.0003396488245069638, 'epoch': 30.2}
{'loss': 0.3364, 'learning_rate': 0.00033763969867965844, 'epoch': 30.27}
{'loss': 0.3273, 'learning_rate': 0.0003356334991298143, 'epoch': 30.34}
{'loss': 0.3628, 'learning_rate': 0.0003338304513882412, 'epoch': 30.41}
{'loss': 0.342, 'learning_rate': 0.0003318299113379817, 'epoch': 30.47}
{'loss': 0.3274, 'learning_rate': 0.00032983240227704697, 'epoch': 30.54}
{'loss': 0.3345, 'learning_rate': 0.00032783796020725343, 'epoch': 30.61}
{'loss': 0.3598, 'learning_rate': 0.00032584662107513996, 'epoch': 30.68}
{'loss': 0.3441, 'learning_rate': 0.0003238584207713198, 'epoch': 30.74}
{'loss': 0.3272, 'learning_rate': 0.0003218733951298345, 'epoch': 30.81}
{'loss': 0.335, 'learning_rate': 0.00031989157992750727, 'epoch': 30.88}
{'loss': 0.3637, 'learning_rate': 0.0003179130108832982, 'epoch': 30.95}
{'eval_loss': 0.34453704953193665, 'eval_accuracy': 0.9035247524752476, 'eval_runtime': 235.0174, 'eval_samples_per_second': 107.439, 'eval_steps_per_second': 0.842, 'epoch': 31.0}
{'loss': 0.334, 'learning_rate': 0.00031593772365766105, 'epoch': 31.01}
{'loss': 0.3415, 'learning_rate': 0.0003139657538519001, 'epoch': 31.08}
{'loss': 0.3452, 'learning_rate': 0.00031199713700752853, 'epoch': 31.15}
{'loss': 0.3275, 'learning_rate': 0.000310031908605628, 'epoch': 31.22}
{'loss': 0.3575, 'learning_rate': 0.00030807010406620885, 'epoch': 31.28}
{'loss': 0.3469, 'learning_rate': 0.00030611175874757223, 'epoch': 31.35}
{'loss': 0.3433, 'learning_rate': 0.00030415690794567256, 'epoch': 31.42}
{'loss': 0.347, 'learning_rate': 0.00030220558689348086, 'epoch': 31.49}
{'loss': 0.3296, 'learning_rate': 0.0003002578307603507, 'epoch': 31.55}
{'loss': 0.3538, 'learning_rate': 0.0002983136746513837, 'epoch': 31.62}
{'loss': 0.3424, 'learning_rate': 0.0002963731536067968, 'epoch': 31.69}
{'loss': 0.329, 'learning_rate': 0.0002946298215546679, 'epoch': 31.76}
{'loss': 0.3381, 'learning_rate': 0.0002926963034330475, 'epoch': 31.82}
{'loss': 0.3387, 'learning_rate': 0.000290766521619687, 'epoch': 31.89}
{'loss': 0.3322, 'learning_rate': 0.00028884051089573013, 'epoch': 31.96}
{'eval_loss': 0.3431352972984314, 'eval_accuracy': 0.9037623762376238, 'eval_runtime': 231.3454, 'eval_samples_per_second': 109.144, 'eval_steps_per_second': 0.856, 'epoch': 32.0}
{'loss': 0.3541, 'learning_rate': 0.0002869183059743532, 'epoch': 32.03}
{'loss': 0.3048, 'learning_rate': 0.0002849999415001393, 'epoch': 32.09}
{'loss': 0.3479, 'learning_rate': 0.000283085452048454, 'epoch': 32.16}
{'loss': 0.3405, 'learning_rate': 0.0002811748721248214, 'epoch': 32.23}
{'loss': 0.3466, 'learning_rate': 0.0002792682361643028, 'epoch': 32.3}
{'loss': 0.3314, 'learning_rate': 0.00027736557853087675, 'epoch': 32.36}
{'loss': 0.3304, 'learning_rate': 0.0002754669335168184, 'epoch': 32.43}
{'loss': 0.3519, 'learning_rate': 0.00027357233534208204, 'epoch': 32.5}
{'loss': 0.3315, 'learning_rate': 0.0002716818181536843, 'epoch': 32.57}
{'loss': 0.3406, 'learning_rate': 0.0002697954160250893, 'epoch': 32.64}
{'loss': 0.3294, 'learning_rate': 0.0002679131629555934, 'epoch': 32.7}
{'loss': 0.3417, 'learning_rate': 0.0002660350928697134, 'epoch': 32.77}
{'loss': 0.3441, 'learning_rate': 0.000264161239616574, 'epoch': 32.84}
{'loss': 0.3273, 'learning_rate': 0.00026229163696929935, 'epoch': 32.91}
{'loss': 0.3411, 'learning_rate': 0.00026042631862440287, 'epoch': 32.97}
{'eval_loss': 0.3435472249984741, 'eval_accuracy': 0.903960396039604, 'eval_runtime': 230.4784, 'eval_samples_per_second': 109.555, 'eval_steps_per_second': 0.859, 'epoch': 33.0}
{'loss': 0.3143, 'learning_rate': 0.00025856531820118024, 'epoch': 33.04}
{'loss': 0.3231, 'learning_rate': 0.00025670866924110445, 'epoch': 33.11}
{'loss': 0.3142, 'learning_rate': 0.0002548564052072198, 'epoch': 33.18}
{'loss': 0.3339, 'learning_rate': 0.0002530085594835401, 'epoch': 33.24}
{'loss': 0.3086, 'learning_rate': 0.000251165165374446, 'epoch': 33.31}
{'loss': 0.3239, 'learning_rate': 0.00024932625610408495, 'epoch': 33.38}
{'loss': 0.317, 'learning_rate': 0.00024749186481577316, 'epoch': 33.45}
{'loss': 0.3255, 'learning_rate': 0.00024566202457139717, 'epoch': 33.51}
{'loss': 0.3384, 'learning_rate': 0.00024383676835081842, 'epoch': 33.58}
{'loss': 0.3357, 'learning_rate': 0.0002420161290512793, 'epoch': 33.65}
{'loss': 0.3545, 'learning_rate': 0.00024020013948680908, 'epoch': 33.72}
{'loss': 0.3376, 'learning_rate': 0.00023838883238763416, 'epoch': 33.78}
{'loss': 0.3198, 'learning_rate': 0.00023658224039958632, 'epoch': 33.85}
{'loss': 0.3314, 'learning_rate': 0.00023478039608351538, 'epoch': 33.92}
{'loss': 0.3226, 'learning_rate': 0.00023298333191470278, 'epoch': 33.99}
{'eval_loss': 0.3431929647922516, 'eval_accuracy': 0.9047524752475248, 'eval_runtime': 209.8496, 'eval_samples_per_second': 120.324, 'eval_steps_per_second': 0.944, 'epoch': 34.0}
{'loss': 0.3687, 'learning_rate': 0.00023119108028227503, 'epoch': 34.05}
{'loss': 0.3009, 'learning_rate': 0.00022940367348862063, 'epoch': 34.12}
{'loss': 0.3356, 'learning_rate': 0.00022762114374880833, 'epoch': 34.19}
{'loss': 0.2994, 'learning_rate': 0.00022584352319000544, 'epoch': 34.26}
{'loss': 0.3217, 'learning_rate': 0.0002240708438508995, 'epoch': 34.32}
{'loss': 0.327, 'learning_rate': 0.00022230313768112104, 'epoch': 34.39}
{'loss': 0.3058, 'learning_rate': 0.00022054043654066673, 'epoch': 34.46}
{'loss': 0.3378, 'learning_rate': 0.00021878277219932675, 'epoch': 34.53}
{'loss': 0.3292, 'learning_rate': 0.00021703017633611032, 'epoch': 34.59}
{'loss': 0.3221, 'learning_rate': 0.000215282680538676, 'epoch': 34.66}
{'loss': 0.3043, 'learning_rate': 0.00021354031630276243, 'epoch': 34.73}
{'loss': 0.3189, 'learning_rate': 0.00021180311503161985, 'epoch': 34.8}
{'loss': 0.3109, 'learning_rate': 0.00021007110803544448, 'epoch': 34.86}
{'loss': 0.3282, 'learning_rate': 0.00020834432653081463, 'epoch': 34.93}
{'loss': 0.3415, 'learning_rate': 0.00020662280164012782, 'epoch': 35.0}
{'eval_loss': 0.3423103988170624, 'eval_accuracy': 0.9037623762376238, 'eval_runtime': 208.109, 'eval_samples_per_second': 121.331, 'eval_steps_per_second': 0.951, 'epoch': 35.0}
{'loss': 0.3494, 'learning_rate': 0.00020490656439103923, 'epoch': 35.07}
{'loss': 0.3078, 'learning_rate': 0.0002031956457159032, 'epoch': 35.14}
{'loss': 0.3272, 'learning_rate': 0.00020149007645121553, 'epoch': 35.2}
{'loss': 0.3318, 'learning_rate': 0.00019978988733705805, 'epoch': 35.27}
{'loss': 0.3347, 'learning_rate': 0.0001980951090165437, 'epoch': 35.34}
{'loss': 0.3192, 'learning_rate': 0.00019640577203526477, 'epoch': 35.41}
{'loss': 0.3216, 'learning_rate': 0.00019472190684074282, 'epoch': 35.47}
{'loss': 0.3173, 'learning_rate': 0.00019304354378187934, 'epoch': 35.54}
{'loss': 0.3336, 'learning_rate': 0.00019137071310840848, 'epoch': 35.61}
{'loss': 0.3409, 'learning_rate': 0.00018970344497035253, 'epoch': 35.68}
{'loss': 0.3267, 'learning_rate': 0.00018804176941747804, 'epoch': 35.74}
{'loss': 0.3113, 'learning_rate': 0.00018638571639875484, 'epoch': 35.81}
{'loss': 0.3308, 'learning_rate': 0.00018473531576181535, 'epoch': 35.88}
{'loss': 0.3303, 'learning_rate': 0.00018309059725241716, 'epoch': 35.95}
{'eval_loss': 0.34293559193611145, 'eval_accuracy': 0.9041980198019802, 'eval_runtime': 210.6589, 'eval_samples_per_second': 119.862, 'eval_steps_per_second': 0.94, 'epoch': 36.0}
{'loss': 0.3216, 'learning_rate': 0.00018145159051390715, 'epoch': 36.01}
{'loss': 0.3006, 'learning_rate': 0.0001798183250866869, 'epoch': 36.08}
{'loss': 0.3217, 'learning_rate': 0.00017819083040767993, 'epoch': 36.15}
{'loss': 0.3055, 'learning_rate': 0.00017656913580980184, 'epoch': 36.22}
{'loss': 0.3352, 'learning_rate': 0.0001749532705214309, 'epoch': 36.28}
{'loss': 0.3492, 'learning_rate': 0.00017334326366588238, 'epoch': 36.35}
{'loss': 0.3378, 'learning_rate': 0.00017173914426088228, 'epoch': 36.42}
{'loss': 0.3075, 'learning_rate': 0.00017014094121804507, 'epoch': 36.49}
{'loss': 0.3167, 'learning_rate': 0.00016854868334235292, 'epoch': 36.55}
{'loss': 0.3395, 'learning_rate': 0.00016696239933163587, 'epoch': 36.62}
{'loss': 0.3144, 'learning_rate': 0.00016538211777605477, 'epoch': 36.69}
{'loss': 0.3287, 'learning_rate': 0.00016380786715758627, 'epoch': 36.76}
{'loss': 0.3232, 'learning_rate': 0.00016223967584950898, 'epoch': 36.82}
{'loss': 0.3346, 'learning_rate': 0.000160677572115893, 'epoch': 36.89}
{'loss': 0.333, 'learning_rate': 0.00015912158411108935, 'epoch': 36.96}
{'eval_loss': 0.3424876630306244, 'eval_accuracy': 0.9044752475247525, 'eval_runtime': 206.0464, 'eval_samples_per_second': 122.545, 'eval_steps_per_second': 0.961, 'epoch': 37.0}
{'loss': 0.3281, 'learning_rate': 0.0001575717398792232, 'epoch': 37.03}
{'loss': 0.3302, 'learning_rate': 0.00015602806735368847, 'epoch': 37.09}
{'loss': 0.3129, 'learning_rate': 0.00015449059435664435, 'epoch': 37.16}
{'loss': 0.3241, 'learning_rate': 0.00015295934859851346, 'epoch': 37.23}
{'loss': 0.3273, 'learning_rate': 0.0001514343576774827, 'epoch': 37.3}
{'loss': 0.3213, 'learning_rate': 0.0001499156490790057, 'epoch': 37.36}
{'loss': 0.3216, 'learning_rate': 0.00014840325017530798, 'epoch': 37.43}
{'loss': 0.3332, 'learning_rate': 0.0001468971882248929, 'epoch': 37.5}
{'loss': 0.3036, 'learning_rate': 0.0001453974903720504, 'epoch': 37.57}
{'loss': 0.3146, 'learning_rate': 0.0001439041836463686, 'epoch': 37.64}
{'loss': 0.3142, 'learning_rate': 0.00014241729496224586, 'epoch': 37.7}
{'loss': 0.2908, 'learning_rate': 0.00014093685111840566, 'epoch': 37.77}
{'loss': 0.3178, 'learning_rate': 0.00013946287879741383, 'epoch': 37.84}
{'loss': 0.3223, 'learning_rate': 0.0001379954045651981, 'epoch': 37.91}
{'loss': 0.3196, 'learning_rate': 0.00013653445487056838, 'epoch': 37.97}
{'eval_loss': 0.3424431383609772, 'eval_accuracy': 0.9051881188118812, 'eval_runtime': 209.9257, 'eval_samples_per_second': 120.281, 'eval_steps_per_second': 0.943, 'epoch': 38.0}
{'loss': 0.3216, 'learning_rate': 0.0001350800560447406, 'epoch': 38.04}
{'loss': 0.305, 'learning_rate': 0.0001336322343008621, 'epoch': 38.11}
{'loss': 0.3157, 'learning_rate': 0.0001321910157335392, 'epoch': 38.18}
{'loss': 0.3256, 'learning_rate': 0.00013075642631836694, 'epoch': 38.24}
{'loss': 0.32, 'learning_rate': 0.00012932849191146052, 'epoch': 38.31}
{'loss': 0.3284, 'learning_rate': 0.00012790723824898943, 'epoch': 38.38}
